rowid,date,client,bank,rating,review,sentiment,service,issue
783,2023-09-18 12:15:56,Android,GXS,1.0,"Year 2023, a banking app that can't save pay, are you living in yesteryears?",Negative,Banking,Other
784,2023-09-18 09:30:25,Android,GXS,1.0,"Cannot register, keep nothing pop up On sign up",Negative,App,Registration and setup
785,2023-09-17 05:37:20,Android,GXS,1.0,No debit card. Max interest reduced to only 2.65 now within one month of start.,Negative,Banking,Interest rate concerns
786,2023-09-17 04:02:08,Android,GXS,3.0,is there a login issue now,Neutral,App,Login issues
787,2023-09-16 08:31:23,Android,GXS,1.0,"Poor, get in touch with email late response after few weeks then replied. Not recommending 😔",Negative,Banking,Other
788,2023-09-15 07:26:07,Android,GXS,2.0,Great concept on the savings account. Daily interest really motivates keeping money there. Hope to see GXS bank grow and increase the savings account limit. Edit: Interest rate drop significantly. Moving out.,Positive,App,-
789,2023-09-13 05:31:17,Android,GXS,5.0,Cool app.,Positive,App,-
790,2023-09-11 14:16:16,Android,GXS,1.0,Can't even open the GXS app... the only way to access your account with a digital bank. It's like placing your money and cementing it with a roof and 4 walls with no doors!,Negative,App,Technical glitches
791,2023-09-10 10:08:38,Android,GXS,1.0,Attempt to try but it keep post something wrong.cannot go thru the apps.dont know why?3 times try even more but still can't get thru?,Negative,App,Technical glitches
792,2023-09-10 04:24:08,Android,GXS,1.0,Unable to open the app and use my funds. Is this some kind of cash grab?,Negative,App,Technical glitches
793,2023-09-09 02:36:11,Android,GXS,1.0,"Wasn't able to log in since 7 Sept. Called the CSO hotline on 9 Sept and was told to try resending the email OTP. Checked the email junk box and retried multiple times but didn't receive any emails. Was told that they had to check on the back end. When asked when I could receive a response, they mentioned 2 working days?? But this means I wouldn't be able to carry out any transactions for 5 whole days. Imagine if I had a critical transaction to carry out! I would have no access to my funds!!!!",Negative,Banking,Long wait times
794,2023-09-08 11:42:58,Android,GXS,1.0,App got problem can't login,Negative,App,Login issues
795,2023-09-07 22:35:27,Android,GXS,1.0,"Stuck on Oops, something went wrong page when opening the app, while overseas. I can't imagine if I was in a urgent situation and my banking app failed like this. No way to access funds through a browser too means you can't do anything at all other than hope the problem is fixed soon. Put what you can afford to lose.",Negative,App,Technical glitches
796,2023-09-07 12:00:31,Android,GXS,1.0,Same cannot open the apps now... What happened?...,Negative,App,Technical glitches
797,2023-09-07 10:06:29,Android,GXS,1.0,Unable to open all of a sudden when I try on 7 Sep and only stuck in loading screen,Negative,App,Technical glitches
798,2023-09-06 11:27:37,Android,GXS,1.0,False promise so fast change interest rate,Negative,Banking,Interest rate concerns
799,2023-09-06 05:04:08,Android,GXS,1.0,Unexpected error when trying to login. Kindly fix this issue ASAP.,Negative,Banking,Technical glitches
800,2023-09-05 12:04:06,Android,GXS,1.0,"Unable to open app. From other reviews, seems I am not the only one. How to trust this bank?",Negative,App,Technical glitches
801,2023-09-04 15:50:21,Android,GXS,1.0,Cannot log in!,Negative,Banking,Technical glitches
802,2023-09-03 18:00:41,Android,GXS,1.0,Unable to use biometrics,Negative,App,Other
803,2023-09-02 02:11:56,Android,GXS,2.0,"Cannot login all of a sudden. Tried to uninstall and reinstall. Still no changes. What do i do here? I've got a pending repayment due. And if this continues, i will mostly probably be charged the late interest due the the app have login issues.",Negative,Banking,Technical glitches
804,2023-08-31 01:31:06,Android,GXS,1.0,"Cannot seem to open the app suddenly. Did not install new apps or change any setting on phone. Tried uninstalling and reinstalling still no avail. Although your CSO has been trying to rectify, it is still unsolvable. Sad, as when it first came out, I was the one of the many who applied in the beginning stage. Your services helped me. But now I have no access to it.",Negative,App,Technical glitches
805,2023-08-30 01:38:19,Android,GXS,3.0,Am trying to redo application. So i closed account. Now cannot re open. Quote lost in space,Negative,App,Account issues
806,2023-08-29 09:19:51,Android,GXS,1.0,"Just found out that they are reducing their interest rate to a pathetic 2.68%. don't like this bait and switch marketing strategy, lure us with high interest rate then suddenly drop the interest rates once they get enough sign ups. [Update] Whats the point of increasing the main wallet interest when no one puts money there? Its not like you're increasing it back to 3.48% right? The pt is the big reduction of the Pockets interest rates which is the key thing that people arent happy about.",Negative,Banking,Interest rate concerns
807,2023-08-28 12:06:12,Android,GXS,1.0,Was rejected without details,Negative,Banking,Application rejection
808,2023-08-27 07:13:21,Android,GXS,1.0,Firstly i can't even log in shows some error n stuff haiz,Negative,App,Login issues
809,2023-08-26 05:13:06,Android,GXS,1.0,Cannot open the apps. Why partner with Grab? Useless app,Negative,App,Technical glitches
810,2023-08-25 23:06:41,Android,GXS,1.0,"An absolutely rubbish apps, with zero chance of getting loan approval, totally useless",Negative,App,Other
811,2023-08-25 00:27:39,Android,GXS,1.0,Have not even tried already failed on me. Just to download has the error and ask to download again .. 😔,Negative,App,Registration and setup
812,2023-08-24 06:04:32,Android,GXS,1.0,"The apps cannot make it. I tried to apply for a loan. After filling up all the forms, unable to proceed after the last question, are you a US citizens. The next button does not pop up be the answer is yes or No.",Negative,App,"Difficulty applying credit card, savings account"
813,2023-08-23 04:01:42,Android,GXS,3.0,"Only Singaporean can apply for loan, good if everyone can apply.",Neutral,Banking,Other
814,2023-08-21 16:44:58,Android,GXS,3.0,Rates are not so attractive already,Negative,App,Other
815,2023-08-18 14:20:41,Android,GXS,1.0,Reduce interest rate in less than a month. Waste time open account here.,Negative,Banking,Interest rate concerns
816,2023-08-18 12:06:59,Android,GXS,1.0,Can't open,Negative,App,Technical glitches
817,2023-08-17 15:49:29,Android,GXS,1.0,Bait and switch 👎🏼 Switching to standard chartered eSaver for 3.4% interest,Negative,App,Other
818,2023-08-16 06:42:59,Android,GXS,1.0,"""Oops something went wrong! ..."" (if only i can attach a screenshot)",Negative,App,Other
819,2023-08-13 15:28:34,Android,GXS,1.0,Cannot even sign up properly,Negative,App,Registration and setup
820,2023-08-13 03:31:45,Android,GXS,1.0,Trolling us bruh,Negative,App,Other
821,2023-08-11 00:43:48,Android,GXS,1.0,No option to add payees,Negative,App,Lack of expected features or functionality
822,2023-08-08 05:22:25,Android,GXS,1.0,Garbage company for deceiving the public,Negative,Banking,Other
823,2023-08-07 17:14:35,Android,GXS,1.0,"Barely a month in, GXS has indeed chosen to slash their interest rates i.e. effective 17 August 2023 onwards, the interest rate earned on Saving Pocket(s) funds have been adjusted from 3.48% p.a. to 2.68% p.a.",Negative,App,Other
824,2023-08-07 11:10:09,Android,GXS,1.0,I seem to be having issues with the opening of the app.,Negative,App,Technical glitches
825,2023-08-07 07:39:55,Android,GXS,2.0,Interest rate dropping substantially after just ONE MONTH. Kind of hilarious. Moving out!,Neutral,Banking,Interest rate concerns
826,2023-08-07 07:29:01,Android,GXS,2.0,"3.48% interest rate only last for 2weeks, the main selling point for this app is now dropped to 2.68% pa 😂",Negative,Banking,Interest rate concerns
827,2023-08-07 02:15:41,Android,GXS,1.0,after two week still pending my account.,Negative,Banking,Long wait times
828,2023-08-07 00:55:53,Android,GXS,5.0,Seamless. Got it up and running in less than 5mins! Easy to transfer in and out from other banks. I like the daily interest credit. Helps me set aside money for daily use and motivates me to check how much I'm getting everyday. Dun understand why there are gripes and complaints from other reviewers. This app is fantastic 😍,Positive,App,-
829,2023-08-05 22:46:20,Android,GXS,1.0,I have been trying for few hours to signed up for the flexiloan using Singpass.. till now it shows couldn't retrieve Myinfo.. wanted to Live Chat with anyone for assistance but there's no icon showing Live chat at the help center at all..,Negative,App,Registration and setup
830,2023-08-05 16:14:08,Android,GXS,5.0,Love GXS,Positive,App,-
831,2023-08-05 03:01:35,Android,GXS,3.0,"Good to see increased competition in the banking space (high interest is good, but inexplicably only given within a saving pocket), but GXS app lacks basic functionality, eg. ability to save payees (at the point of writing this review, these details need to be re-input each time - irritating and error prone). Suggest that rather than working on cool, but otherwise non-essential functions (like saving pockets), the company should focus on the basics first.",Positive,App,-
832,2023-08-04 00:25:24,Android,GXS,1.0,Details not complete,Neutral,App,Other
833,2023-08-02 23:34:54,Android,GXS,1.0,"Registering, get the notice it's full and sign for interest. Received email notification, sign up to get prompt to sign for interest...again.",Neutral,App,Other
834,2023-08-02 15:41:40,Android,GXS,1.0,Tried multiple times still unable to sign up....,Negative,App,Registration and setup
835,2023-08-02 13:45:31,Android,GXS,2.0,"No support for SGQR. When only way to spend is QR pay, atleast support SGQR, GrabPay as very few business have Paynow QR!",Negative,App,Other
836,2023-08-02 07:59:24,Android,GXS,1.0,Can GXS pls explain why the app keeps saying there is unexpected error and I cannot even open the app????,Negative,App,Technical glitches
837,2023-07-31 08:44:55,Android,GXS,1.0,Dogshit app that takes forever to setup and days to review applications,Negative,App,Registration and setup
838,2023-07-30 08:54:20,Android,GXS,1.0,Cui full. Cannot sign up. Only on waiting list. What a waste.,Negative,Banking,Account issues
839,2023-07-30 07:23:20,Android,GXS,1.0,rejected everytime try to apply,Negative,Banking,Application rejection
840,2023-07-28 11:48:50,Android,GXS,1.0,Lousy app. Applied on Saturday and was informed that application closed on Tuesday. Waste time.,Negative,App,Other
841,2023-07-28 09:47:26,Android,GXS,1.0,Not worth the effort to sign up. Not transparent in application selection process.,Negative,Signup,-
842,2023-07-28 01:55:36,Android,GXS,1.0,All early sign up slots taken? I thought it's already open for all to sign up ?,Neutral,App,Other
843,2023-07-28 01:27:18,Android,GXS,1.0,Download already can't even open the file.,Negative,App,Technical glitches
844,2023-07-28 00:56:50,Android,GXS,1.0,"I installed the app and got to the first screen. When I tried to proceed, it popped up a message saying and there is an overlap app that is NOT SECURED. It then asked if I want to proceed. What is this about?",Neutral,App,Other
845,2023-07-27 10:13:14,Android,GXS,1.0,such a lousy app. cant even login or set up account,Negative,App,Login issues
846,2023-07-27 07:40:27,Android,GXS,1.0,"I wish we can put a 0 star for it. Make you create an account, wait for it only to tell you that it is full while others cut queue to have the account created while you continue to wait. Probably just out to farm your data. Dont bother",Negative,App,Other
847,2023-07-26 23:06:12,Android,GXS,3.0,app is not been updated.,Negative,App,Other
848,2023-07-26 14:53:42,Android,GXS,5.0,Simple to use. Took a short while to know how to process. Hope that they can maintain the great interest. Good job GXS.,Neutral,App,Other
849,2023-07-26 09:43:35,Android,GXS,1.0,App is not clear and Singpass details are not accurate for them. It didn't allow me to open an account....,Negative,App,UI/UX
850,2023-07-25 14:55:42,Android,GXS,1.0,Buggy app and bad customer support,Negative,App,Other
851,2023-07-25 11:49:10,Android,GXS,5.0,"Great experience. Setup, top up, setup pocket and transfer smoothly",Positive,App,-
852,2023-07-25 02:00:53,Android,GXS,1.0,"Sign up failed without given a reason. Ask to see FAQ but click it doesn't link to it. Hello! I don't know where you guys are heading. If you don't want people to sign up, just cross out at the beginning, are you trying to gather personal data???!!!!!",Negative,App,Other
853,2023-07-24 08:23:52,Android,GXS,1.0,Scan QR feature failed big time! Parsed 16.2 as 16.02! Amatuer mistake. Did the developer of this feature attend more than a day of class in CS?!,Negative,App,Other
854,2023-07-24 00:01:24,Android,GXS,1.0,"Everytime successfully signec up, after log in numerours time, it told me ""we have lost you in space"". Poor online banking",Neutral,App,Login issues
855,2023-07-23 15:24:58,Android,GXS,2.0,"Hi, is something wrong with the app? Am error message says ""Something went wrong"" when I tried to log in with the Passcode I set yesterday.",Negative,App,Login issues
856,2023-07-23 15:00:56,Android,GXS,5.0,App is snappy. Interface is simple and straightforward. Most importantly interest is attractive. Keep it up! By the way please add 'Save payee' feature.,Positive,App,-
857,2023-07-23 07:50:59,Android,GXS,3.0,Needs a feature to save payees,Neutral,App,Lack of expected features or functionality
858,2023-07-23 01:47:53,Android,GXS,5.0,Apps easy to use and easy transfer,Positive,App,-
859,2023-07-22 08:11:27,Android,GXS,5.0,Seamless registration. All done in less than 15 mins. Signed up and funds loaded. I guess they improved the app compared to the issues faced by other users earlier on.,Positive,App,-
860,2023-07-22 05:52:49,Android,GXS,1.0,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!",Negative,App,Registration and setup
861,2023-07-21 14:08:06,Android,GXS,1.0,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure.",Negative,App,Other
862,2023-07-21 09:26:37,Android,GXS,4.0,Please put in option for adding Payee/beneficiary in the app. We should not be typing in bank account number everytime we make a transfer.,Neutral,App,Lack of expected features or functionality
863,2023-07-21 09:14:48,Android,GXS,1.0,I can't seem to register!!!!,Negative,App,Registration and setup
864,2023-07-21 02:51:06,Android,GXS,1.0,"App got a lot of issues, forever logging in singpass when want to get an account",Negative,App,Login issues
865,2023-07-20 13:57:05,Android,GXS,1.0,"Update 2023/07/20: saw the news about more slot being open but it still gives the same ""library tampering"" warning and force closed, no idea why, maybe it's because of developer mode is enable or whatever, but I am an app developer and no other bank apps complain about anything.",Neutral,App,Other
866,2023-07-20 12:59:47,Android,GXS,5.0,Nice,Positive,App,-
867,2023-07-20 12:11:21,Android,GXS,1.0,Can't even open the app after downloaded it....try redownload it a few time also same,Negative,App,Technical glitches
868,2023-07-20 11:10:00,Android,GXS,1.0,I can't sign up at all!!!! It just go blank after I click up with singpass,Negative,App,Registration and setup
869,2023-07-20 09:26:07,Android,GXS,1.0,Unable to sign up using singpass after multiple times.,Negative,App,Registration and setup
870,2023-07-20 08:42:30,Android,GXS,1.0,Waste time download. Keep repeat to login my Singpass,Negative,App,Login issues
871,2023-07-20 07:11:00,Android,GXS,1.0,"Doesn't work after login page, freezea",Negative,App,Technical glitches
872,2023-07-20 05:19:04,Android,GXS,1.0,"Tried to sign up using singpass. After approve and redirect to the app, it still keep asking me to sign up.. useless app",Neutral,App,Registration and setup
873,2023-07-20 01:45:30,Android,GXS,2.0,Over lapping wording. Pull down refresh need to tweak more does not feel smooth it all. Opening of account does not work if you are connected to WiFi.,Negative,App,Other
874,2023-07-19 23:47:18,Android,GXS,5.0,Great App Easy to use,Positive,App,-
875,2023-07-19 14:51:37,Android,GXS,1.0,Cant launch. Stalled at invisible layer. Then receive crashed notification.,Negative,App,Technical glitches
876,2023-07-19 13:48:32,Android,GXS,1.0,"Received email notifying savings account is available to sign up, but when i tried to sign up, i got rejected immediately. No reason was given when rejected, only show faq which does not answer my question. Even after reaching out to the support email, no specific reason was given. I was simply told not eligible. An alternative savings account I suggest would be OCBC 360, which also offer high interest rate with terms and conditions.",Neutral,Banking,Application rejection
877,2023-07-19 12:15:44,Android,GXS,1.0,"Terrible experience. Took 4 attempts to finally set up account. Previous 3x received error msg ""couldn't approve your account at this time"". When the account was finally set up a few hours later, the app crashed. Have restarted the phone, uninstalled and reinstalled the app. I'm still stuck at the first page after logging in, which seemed to have a popped up msg/ad but not loading. Then the error msg of ""app is not responding"" appeared and prompted me to close the app.",Negative,Banking,Account issues
878,2023-07-19 12:04:43,Android,GXS,1.0,"No web interface, forced to use the app",Negative,App,Other
879,2023-07-19 11:57:51,Android,GXS,5.0,Easy to register and deposit. Clean UI interface.,Positive,App,-
880,2023-07-19 09:35:11,Android,GXS,5.0,You app downloading alway show technical priblem why??,Negative,App,Registration and setup
881,2023-07-19 06:56:20,Android,GXS,1.0,After setting up the account today. Login to GxS screen become unresponsive. Phone Samsung S22 ultra.,Neutral,App,Login issues
882,2023-07-19 06:01:14,Android,GXS,1.0,Crash upon login into a newly created account. Reinstall and still the same. I'm on Android 13 phone.,Negative,App,Technical glitches
883,2023-07-19 05:16:09,Android,GXS,1.0,Terrible implementation of Singpass. Sign up keeps redirecting to Singpass,Negative,App,Login issues
884,2023-07-19 00:20:04,Android,GXS,1.0,"What is the criteria to approve the loan? Each time my hubby and I tried to apply loan multiple time, it get rejected. I wonder how much do we need to earn every month to get the loan approved!! If you have some rules and criteria then state it out so people won't waste time applying.",Neutral,Banking,Interest rate concerns
885,2023-07-17 13:27:25,Android,GXS,1.0,Worst apps everything also no resolve well,Negative,App,Other
886,2023-07-15 02:18:08,Android,GXS,1.0,Waste of time app!! Keep on crashing when want to register. ZERO stars !!!,Negative,App,Technical glitches
887,2023-07-14 06:44:30,Android,GXS,3.0,How to cancel or delete all my personal detail submit on GXS app thru Singpass?,Negative,Banking,Other
888,2023-07-11 14:59:38,Android,GXS,5.0,"Sleek, simple to use.",Positive,App,-
889,2023-07-11 11:03:58,Android,GXS,1.0,"After signed up and asked for my info,straight away got rejected!",Neutral,App,Difficulty applying
890,2023-07-10 16:42:56,Android,GXS,1.0,Have been downloading this app for past few days. After download it kept showing me oops unexpected errors......,Neutral,App,Technical glitches
891,2023-07-09 19:51:49,Android,GXS,1.0,"Misleading advertisement for flexiloan promotion for July 2023, stated rate as low as 2.99% p.a. Issued a rate that was extraordinary and way beyond all major banks that would offered even at their highest peak rate. A real shock of disbelief, thinking was a sign-up bug but it ended to be their best rate offered. Would be really cautious on signing up any offers from GXS even though their app user interface, interaction, and wording do project confidence in honoring their offer.",Negative,App,Other
892,2023-07-06 09:19:04,Android,GXS,1.0,"Can't even load properly. Prompted to set 6 digit security code, then application disappear and had to redo again with the same problem. Is this a legitimate mobile app?",Negative,App,Registration and setup
893,2023-07-04 13:47:06,Android,GXS,5.0,Easy to use. Awesome,Positive,App,-
894,2023-07-01 09:09:47,Android,GXS,2.0,I have merely tried to apply for your flexi loan on this app. But when i tried to applied like 9 times straight i have been instantly being asked to reapply over and over again. Very bad for user experience and does not live up to expectations till today,Neutral,Banking,Application rejection
895,2024-03-20 02:24:58,Android,Trust,5.0,Good,Positive,None,-
896,2024-03-19 12:00:16,Android,Trust,1.0,"Not able to proceed with the loan,technical error,once i click the repayment date always mentioned something went wrong,please fix your technical issue",Negative,Banking,Technical glitches
897,2024-03-18 08:42:23,Android,Trust,3.0,I can't manually increase my info credit,Negative,Banking,Other
898,2024-03-17 16:27:43,Android,Trust,5.0,Trust Bank SG is a good application and they provide many features for the users,Positive,None,-
899,2024-03-17 16:20:38,Android,Trust,5.0,Trust bank SG is one of the best app I used and it provides many features for users highly recommend app,Positive,App,-
901,2024-03-17 16:06:05,Android,Trust,5.0,Trust Bank SG is very nice application for banking purpose.,Positive,Banking,-
902,2024-03-17 15:58:02,Android,Trust,5.0,Trust bank is very useful app and good for transaction. We can get loan immediately for low interest,Positive,App,-
903,2024-03-17 15:52:37,Android,Trust,5.0,This application is best and good for trust Bank is trusted and best application,Positive,App,-
904,2024-03-17 15:45:08,Android,Trust,5.0,Trust Bank SG -this application is very usefull to us. Because it's very amazing to get credit cards and add wallet to their payments.it have provide many rewards to all users.so I like it,Positive,App,-
905,2024-03-17 15:42:00,Android,Trust,5.0,Such an trustable application with tremendous benefits,Positive,App,-
906,2024-03-17 15:29:05,Android,Trust,5.0,Trust Bank Singapore is a digital bank backed by a unique partnership between Standard Chartered Bank and FairPrice Group. so it is a best and good app.,Neutral,Banking,Other
907,2024-03-17 15:27:40,Android,Trust,5.0,"I almost always get ""Sorry. Something went wrong"". I tried to send message via chat option and got ""Sorry. Something went wrong",Negative,Banking,Technical glitches
908,2024-03-17 15:27:10,Android,Trust,5.0,Trust Bank SG is a trust app. It is a user-friendly interface. It can easy to transfer the amount,Positive,App,-
909,2024-03-17 15:25:20,Android,Trust,5.0,The trust Bank sg is Trust Bank iBanking enables you to know your account balance and transaction statements instantly through the internet. It also provides account to account,Positive,Banking,-
910,2024-03-17 15:25:05,Android,Trust,5.0,Trust bank app is very useful app and very nice to and easy to the ussing app the app was data seffety and security.,Positive,App,-
911,2024-03-17 05:25:55,Android,Trust,4.0,Super easy with applying a new account/credit card! Loving it!,Positive,App,-
912,2024-03-16 15:31:27,Android,Trust,4.0,Service to unlock the card where apps already prompt if you made the transaction (approved/deny) where i have indicated approve on my end and yet the card still get locks and till now yet to be unlock even tho called into via the phone service and they keep repeating the same answer over and over again,Neutral,App,Difficulty applying credit card
913,2024-03-16 12:28:30,Android,Trust,5.0,In trust Bank sg you can open online bank and enjoy with best features and it also provides credit card with high saving and low interest rates,Neutral,Banking,None
914,2024-03-16 12:15:42,Android,Trust,5.0,It is very safe to use around the world. Transaction history notifications the best. No card numbers on the card are the safest only one card in Singapore,Positive,App,-
915,2024-03-15 15:24:02,Android,Trust,5.0,Good!!,Positive,App,-
916,2024-03-15 15:17:31,Android,Trust,2.0,"May I check, when is Samsung Pay ready? I have been waiting for this for many many months.",Neutral,App,Other
917,2024-03-12 23:47:21,Android,Trust,1.0,"Do not dictate risk app or not, you can warm but you can't control how i use my phone. Drop your service instead of you controlling how i use my phone. You try to act like big brother think you know better about my phone?",Negative,App,Other
918,2024-03-11 14:16:09,Android,Trust,5.0,Trust Bank sg is best application is very easy to use and best application for using and its safety and secure,Positive,App,-
919,2024-03-11 12:43:45,Android,Trust,5.0,"The Trust Bank SG app provides a user-friendly interface for convenient banking transactions with robust security features, enhancing the overall banking experience. However, occasional bugs and limited functionality for advanced features may require improvement for optimal user satisfaction.",Neutral,App,Other
920,2024-03-10 23:38:04,Android,Trust,4.0,"I am currently unable to add my debit card to Samsung Pay. If resolved, it would be highly useful",Negative,Banking,Technical glitches
921,2024-03-10 15:21:36,Android,Trust,5.0,"Tried their loan and it's really fast, can you waive the fee for first 90 days so that I can use for small money requirements",Positive,App,-
922,2024-03-10 10:31:04,Android,Trust,2.0,"Feeling less and less safe with Trust. The agents are so impatient, just end the chat right away after asking ""is there anything I can help you with"". Without clearing my doubts, the chats ended multiple times.",Negative,Banking,Other
923,2024-03-10 03:09:32,Android,Trust,1.0,"Cust service was no help, false transaction couldn't be stopped even before transaction was successful. is like they want me to be scammed",Negative,Banking,Fraudulent
924,2024-03-09 10:07:37,Android,Trust,1.0,Why is it keep crashing? Re-installed on 04 Dec 2023 Keep crashing again. Re-installed on 09 Mar 2024,Negative,App,Technical glitches
925,2024-03-09 09:10:41,Android,Trust,5.0,"Tada stampcard is my favourite, you can save on both inside and outside FairPrice",Positive,App,-
926,2024-03-09 03:19:18,Android,Trust,5.0,Apps is gorgeous but it is somehow overwhelming for new users,Negative,App,UI/UX
927,2024-03-08 01:25:21,Android,Trust,5.0,My first time using this Trust Bank,Neutral,New user,-
928,2024-03-06 15:08:46,Android,Trust,1.0,"Trust Bank doesn't trust that you know what apps you've installed. While it's true that there's a risk of malware-related scams, I know what apps I've installed and can discern which are proper and which aren't (most of these have been used for close to 10 years now). Giving users a chance to whitelist trusted apps seems like the better protocol. Who are you to police what apps I have on my phone? I know which to choose btwn a replaceable banking app & a trusted app that provides me convenience",Negative,App,Other
929,2024-03-06 02:23:29,Android,Trust,1.0,"[WARNING] Stay away from this useless credit card with lousy customer service. The whole service is like a scam. They do not have GIRO arrangements which is prone to late payments. And then they expect you to open their app 24X7 just to look for their notifications. If you are too busy to do that and your phone somehow auto-blocked their spammy push notifications, then you are doomed. You will be charged with $100 SGD late payment + 30% PA interest and no waiver whatsoever. Scam!",Negative,Banking,Other
930,2024-03-05 14:08:43,Android,Trust,1.0,Unable to use app when I disable app notifications for advertisement and promotions. Not sure why I must receive advertisements in order to use the app.,Negative,App,Other
931,2024-03-04 12:11:33,Android,Trust,2.0,"i loved it until i realised i cant paynow to hawkers. the app doesn't read SGQR code, it can only read specific paynow qr codes. so i cant use paynow when I dine out, end up using other banks app",Negative,App,Other
932,2024-03-03 11:32:01,Android,Trust,4.0,"Great features, easy to use and see my savings and spendings",Positive,App,-
933,2024-03-03 02:26:02,Android,Trust,1.0,"App is unreliable for overseas transaction. has my card locked when i was trying to pay overseas (because there's too many overseas transaction, but i was shopping, hello?) and cant authorise a booking for overseas accomodation. the app simply showed me a useless cartoon and 'try again later'. CS at it's best with a digital bank",Negative,Banking,Technical glitches
934,2024-03-02 08:14:09,Android,Trust,1.0,Seems Broken. Attempted to apply for a credit card and always told something wrong. Chatted with customer service who just tells me to follow the 10 steps or so. I guess it's not a bank for me.,Negative,Banking,Other
935,2024-03-01 17:47:00,Android,Trust,5.0,I am loving Trust Bank so far. My favourite bank thus far. App UI is pleasant to me. Smooth experience.,Positive,None,-
936,2024-03-01 03:00:56,Android,Trust,1.0,Worst customer care experience!!,Negative,Banking,Other
937,2024-02-29 08:37:16,Android,Trust,5.0,Absolutely amazing UI/UX. Well done!!!,Positive,App,-
938,2024-02-28 16:13:25,Android,Trust,1.0,Requires you to enable notification to login. Such a predatory behaviour.,Negative,App,Other
939,2024-02-27 02:40:01,Android,Trust,5.0,"Patrol and shop got discount ,",Positive,App,-
940,2024-02-26 03:54:37,Android,Trust,1.0,Trust apps.. what wrong.. how am i supposed to do transaction 😭😭,Negative,App,Registration and setup
941,2024-02-24 01:08:53,Android,Trust,5.0,It easy to use,Positive,App,-
942,2024-02-23 10:27:51,Android,Trust,5.0,Best security,Positive,None,-
943,2024-02-23 01:17:39,Android,Trust,5.0,good,Positive,App,-
944,2024-02-22 11:56:51,Android,Trust,1.0,Can login but cannot access singpass QR code login in samsung Z fold 5 as try many times. pls advise,Negative,Banking,Technical glitches
945,2024-02-22 00:47:57,Android,Trust,1.0,Seems like app crashed? Can't open the app and I can't redownload either,Negative,App,Technical glitches
946,2024-02-22 00:46:37,Android,Trust,4.0,Difficult to locate important stuff like the statement.,Negative,App,UI/UX
947,2024-02-21 04:54:09,Android,Trust,2.0,"everytime the app updates, it forces me to relogin using singpass and set new pin and passkey.. and each time it will hit an error page.. interface for rewards is also clunky and rewards redeemed have to be manually tracked..",Negative,App,Login issues
948,2024-02-20 15:00:40,Android,Trust,5.0,"I almost always get ""Sorry. Something went wrong"". I tried to send message via chat option and got ""Sorry. Somethimg went wrong"". :-) Update: Issue has resolved in later versions.",Negative,Banking,Technical glitches
949,2024-02-20 10:23:20,Android,Trust,5.0,"Then only function that is unavailable is to deposit cash. Other than that, this card made others history somehow or rather😁",Neutral,App,Other
950,2024-02-19 04:08:02,Android,Trust,5.0,Good,Positive,None,-
951,2024-02-18 04:07:40,Android,Trust,5.0,Easy to use and offer alot of rewards,Positive,App,-
952,2024-02-16 10:55:29,Android,Trust,1.0,After send in all doc still ask to go booth.,Negative,Banking,Other
953,2024-02-15 15:02:33,Android,Trust,5.0,Goof,Negative,App,Other
954,2024-02-15 10:32:56,Android,Trust,1.0,It's a scam..after application was successful..deposited only 3 bucks to see how the coin base worked only to get blocked in the end..called customer service but they won't say anything..waste of my time.. luckily it was on 3 bucks..what if it was more?god damn it,Negative,Banking,Other
955,2024-02-14 09:03:50,Android,Trust,1.0,In app call when connected customer service officer unable to hear me. Can only hear me when I on my speaker. There won't be any privacy!!! Kindly look into it urgently as it has been going on for months.,Neutral,App,Other
956,2024-02-14 05:16:57,Android,Trust,5.0,So far good. Easy to use,Positive,App,-
957,2024-02-14 04:31:13,Android,Trust,4.0,Faster way to access Visa Exchange Rate Calculator please. And please stop telling me where to tap instead when I tap the Spend Insight icon next to my card balance. It's the better place. No one wants to scroll down to tap the icon below,Positive,App,-
958,2024-02-14 04:07:11,Android,Trust,5.0,Very beautiful graphic design!!!,Positive,App,-
959,2024-02-13 16:08:16,Android,Trust,1.0,Can't login.,Negative,App,Login issues
960,2024-02-13 13:33:21,Android,Trust,5.0,raaza 😊,Positive,App,-
961,2024-02-13 07:14:36,Android,Trust,4.0,"UI has improved by alot since introduced, app is pretty intuitive now, but it is still using seems werid gesture norms (eg: Most apps swipe right to confirm, this app requires u to swipe up).",Positive,App,-
962,2024-02-13 05:37:24,Android,Trust,3.0,"Overall good so for but unable to view statements. Trying to take spend statement between 2 different dates, able to filter the transactions but cannot export it as statement or email.",Neutral,Banking,Other
963,2024-02-13 01:55:39,Android,Trust,1.0,"Stupid app that keeps telling me, ""Your card name must be within 26 characters"" on some instances, and then, on other instances, that message doesn't appear. Very unpredictable. Like dealing with a woman, and she has menses every day.",Negative,App,Other
964,2024-02-12 03:32:07,Android,Trust,1.0,How could u declare Dashlane and Microsoft Authenticator that are download from the Play Store as risky app? Gosh.,Negative,App,Other
