rowid,date,client,bank,rating,review,developer_response
35,2024-04-06 03:50:17,Android,Trust,5.0,Registration is a breeze and easy to understand.,"Hi, thank you for the good review! 😊💙 We hope you enjoy the Trust app!

"
36,2024-04-05 16:31:11,Android,Trust,3.0,It was not working well with the Poco X5 Pro phone,"Hi, we are sorry you are facing problems 😔 For us to investigate, please contact us and tell us your Google Play ID “Joseph Lim” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙

"
37,2024-04-05 09:12:14,Android,Trust,1.0,Ghosted by bank,"Hi, we are sorry you are facing problems 😔 For us to investigate, please contact us and tell us your Google Play ID “Charlie Ng” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙

"
38,2024-04-04 09:40:18,Android,Trust,3.0,To 5ggghu,"Hi, we are sorry you are facing problems 😔 For us to investigate, please contact us and tell us your Google Play ID “Noor Hamiliah” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙

"
39,2024-04-03 23:43:32,Android,Trust,1.0,Bad experience in recent new update version launch where my sister's phone is not compatible and now she can't use the bank service. Call the support and inform that they are digital bank use latest technology so can't help and please go to find a phone is compatible. What's a good NTUC bank?,"Hi, we are sorry you are facing problems 😔 For us to investigate, please contact us (or have your sister contact us) and tell us your Google Play ID “Edmund Yeo” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙

"
40,2024-04-03 17:12:44,Android,Trust,3.0,"I am having problems with logging in to the apps from time to time , using finger print log in but it does not work sometimes and can't even use my password to log in when the fingerprint log in does not work . Pls advise .thanks","Hi Ash, we are sorry you are facing problems 😔 Did you happen to add, remove or change your face/ fingerprint ID in your phone recently? If you did, for security purposes we disable Biometrics. Please go to Profile> Security> and toggle ""Use biometric to log in"". If that doesn't work please contact us again- we will be happy to assist! 😊💙"
41,2024-04-03 13:32:31,Android,Trust,1.0,"The biometric scanner stopped working, also the overseas function on supplementary card does not work, despite requesting for CSO help, they refuse to believe that my wife's supplementary card does not work overseas.. Very disappointing","Hi Jerome, we're sorry you're facing problems. Please turn off and turn on your phone biometric login again by going to Profile > Security > toggle off, then toggle on again. It should work after that. Sorry for the inconvenience caused! If you need any help, please let us know- we will be happy to assist! 😊💙"
42,2024-04-03 11:42:22,Android,Trust,1.0,A debit card but act like a credit card. For a couple of times I have been charged twice for the same transaction. Careful when u put in spare cash,"Hi, we are sorry you are facing problems 😔 For us to investigate, please contact us and tell us your Google Play ID “Jacky Chean” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙

"
43,2024-04-02 08:39:13,Android,Trust,1.0,Lousy apps... Damn lousy,"Hi, we are sorry you have trouble. 😔 Please let us know how we can help. We will be happy to assist! 😊💙"
44,2024-04-01 15:05:21,Android,Trust,5.0,😊,"Hi, thank you for the good review! 😊💙 Hope you enjoy the Trust card!"
45,2024-03-31 15:22:18,Android,Trust,5.0,Loving it... easy and convenient to use.,"Hi, thank you for the good review! 😊💙 Hope you enjoy the Trust card!"
46,2024-03-30 16:08:06,Android,Trust,4.0,"Suggest a ""download statement/transactions in excel"" for faster review of transactions.","Hi Anna, thank you for your feedback! This feature is not available at the moment but we’ll pass the feedback over to our product team for review. 😊💙

"
47,2024-03-28 19:32:34,Android,Trust,5.0,Would be great if the notification can show the amount charged in SGD.,"Hi, thank you for the good review! 😊💙"
48,2024-03-27 22:01:33,Android,Trust,3.0,The app needs singpass mobile app to login when you chnage your phone. Why it cannot login via singpass w/o using the Mobile app? It is frustrating for people who do not want to have many apps in the phone ...,"Hi, we are sorry you are facing problems 😔 Security is of key importance to us, and we want to make sure that you and only you can get access to your bank account- which includes stronger authentication eg via Face ID from your Singpass app. If you need any other help feel free to contact us! We will be happy to assist! 😊💙"
49,2024-03-27 21:16:01,Android,Trust,1.0,"""Not responding"" error has been occuring for months!!!","Hi, we are sorry you are facing problems 😔 For us to investigate, please contact us and tell us your Google Play ID “Axolet” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙"
50,2024-03-26 13:16:54,Android,Trust,1.0,"Very unforgiving bank when it comes to a day late of immediate payment, they charged 100 for late fees. Other credit card banks even has auto waiver in their apps without question, please think twice when signing up","Hi Cathy, we are sorry you are facing problems 😔 For us to investigate, please contact us and tell us your Google Play ID “Cathy Lau” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙

"
51,2024-03-26 09:53:06,Android,Trust,1.0,"Extremely lazy staff, piss poor service.","Hi Wilbur, we are sorry you are facing problems 😔 For us to investigate, please contact us and tell us your Google Play ID “Wilbur” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙

"
52,2024-03-25 19:33:59,Android,Trust,4.0,Easy to use and no major issues,"Hi, thank you for the good review! 😊💙 Hope you enjoy the Trust card!

"
53,2024-03-24 19:29:18,Android,Trust,4.0,Getting much better from launch,"Hi, thank you for the good review! 😊💙 Hope you enjoy the Trust card!

"
54,2024-03-24 17:54:12,Android,Trust,4.0,Very useful for the link points tie-up with fairprice 👍👍👍,"Hi, thank you for the good review! 😊💙 Hope you enjoy the Trust card!

"
55,2024-03-23 09:56:32,Android,Trust,5.0,Awesome app and by far the best experience for me,"Hi, thank you for the good review! 😊💙 Hope you enjoy the Trust card!

"
56,2024-03-23 08:44:31,Android,Trust,5.0,👍👍👍👍👍,"Hi, thank you for the good review! 😊💙 Hope you enjoy the Trust card!

"
57,2024-03-20 10:24:58,Android,Trust,5.0,Good,"Hi, thank you for the good review! 😊💙 Hope you enjoy the Trust card!

"
58,2024-03-19 20:00:16,Android,Trust,1.0,"Not able to proceed with the loan,technical error,once i click the repayment date always mentioned something went wrong,please fix your technical issue","Hi Dheran, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Dheran Deva” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙

"
59,2024-03-18 16:42:23,Android,Trust,3.0,I can't manually increase my info credit,"Hi Trang Adam, in order to increase your credit limit, tap the profile icon in the top right, then tap 'settings', then tap 'increase credit limit. Hope this helps! 😊💙 Hope you enjoy the Trust card!

"
60,2024-03-18 00:20:38,Android,Trust,5.0,Trust bank SG is one of the best app I used and it provides many features for users highly recommend app,"Hi, thank you for the good review! 😊💙 Hope you enjoy the Trust card!

"
61,2024-03-17 23:29:05,Android,Trust,5.0,Trust Bank Singapore is a digital bank backed by a unique partnership between Standard Chartered Bank and FairPrice Group. so it is a best and good app.,"Hi, thank you for the good review! 😊💙 Hope you enjoy the Trust card!

"
62,2024-03-17 13:25:55,Android,Trust,4.0,Super easy with applying a new account/credit card! Loving it!,"Hi, thank you for the good review! Hope you enjoy the Trust card! Feel free to let us know how we can serve you better to get a 5 star rating 😊💙"
63,2024-03-16 23:31:27,Android,Trust,4.0,Service to unlock the card where apps already prompt if you made the transaction (approved/deny) where i have indicated approve on my end and yet the card still get locks and till now yet to be unlock even tho called into via the phone service and they keep repeating the same answer over and over again,"Hi Kylan, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Kylan Low” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙

"
64,2024-03-16 20:28:30,Android,Trust,5.0,In trust Bank sg you can open online bank and enjoy with best features and it also provides credit card with high saving and low interest rates,"Hi, thank you for the good review! 😊💙 Hope you enjoy the Trust card!

"
65,2024-03-15 23:24:02,Android,Trust,5.0,Good!!,"Hi, thank you for the good review! 😊💙 Hope you enjoy the Trust card!

"
66,2024-03-15 23:17:31,Android,Trust,2.0,"May I check, when is Samsung Pay ready? I have been waiting for this for many many months.","Hi Shir Fong, thank you for the feedback. We will send your feedback for this request to the team. In the meantime, you can use Google Pay. If you need any other help, please feel free to contact us- we will definitely help you out! 😊💙

"
67,2024-03-13 07:47:21,Android,Trust,1.0,"Do not dictate risk app or not, you can warm but you can't control how i use my phone. Drop your service instead of you controlling how i use my phone. You try to act like big brother think you know better about my phone?","Hi Alvin, thank you for the feedback. Security is of paramount importance to us, but we are also committed to a great user experience for you! In order to investigate your case, please contact us via 313-TRUST (313-87878) and let us know your Google ID name “Alvin Ding"". We will definitely help you out! 😊💙

"
68,2024-03-11 20:43:45,Android,Trust,5.0,"The Trust Bank SG app provides a user-friendly interface for convenient banking transactions with robust security features, enhancing the overall banking experience. However, occasional bugs and limited functionality for advanced features may require improvement for optimal user satisfaction.","Hi, thank you for the good review! 😊💙 Hope you enjoy the Trust card!

"
69,2024-03-11 07:38:04,Android,Trust,4.0,"I am currently unable to add my debit card to Samsung Pay. If resolved, it would be highly useful","Hi Hari, we support Google Pay at this point, but not Samsung Pay... Nonetheless, we hope you enjoy the Trust card! 😊💙

"
70,2024-03-10 18:31:04,Android,Trust,2.0,"Feeling less and less safe with Trust. The agents are so impatient, just end the chat right away after asking ""is there anything I can help you with"". Without clearing my doubts, the chats ended multiple times.","Hi Owena, thank you for the feedback. We've spoken to our customer service team and passed on this feedback. Please don't hesitate to contact them again in future, and if needed you can also quote your Google Play ID ""Owena Chan"" to the agent and we will follow up with your case. 😊💙 Hope you enjoy the Trust card!

"
71,2024-03-10 11:09:32,Android,Trust,1.0,"Cust service was no help, false transaction couldn't be stopped even before transaction was successful. is like they want me to be scammed","Hi hahaha, thank you for the feedback. We are sorry you faced inconveniences. Please let the customer service agent know specifically that you are raising a fraud dispute and we will take it from there with you. If needed you can also quote your Google Play ID ""hahaha hehehe"" to the agent and we will follow up with your case. 😊💙"
72,2024-03-09 18:07:37,Android,Trust,1.0,Why is it keep crashing? Re-installed on 04 Dec 2023 Keep crashing again. Re-installed on 09 Mar 2024,"Hi Wei Keong Chua, we are sorry that you are experiencing this 😔Please do call us at 313-TRUST (313-87878) and we will assist you from there. Thank you once again for your feedback! 😊"
73,2024-03-09 11:19:18,Android,Trust,5.0,Apps is gorgeous but it is somehow overwhelming for new users,"Hi adrian, thank you for the good review! 😊💙 We design our app differently, hopefully to meet the needs of our users better and offer them easier access to rewards. Hope you enjoy the Trust card!

"
74,2024-03-08 09:25:21,Android,Trust,5.0,My first time using this Trust Bank,"Hi Dino, thank you for the good review! 😊💙 Hope you enjoy the Trust card!

"
75,2024-03-06 23:08:46,Android,Trust,1.0,"Trust Bank doesn't trust that you know what apps you've installed. While it's true that there's a risk of malware-related scams, I know what apps I've installed and can discern which are proper and which aren't (most of these have been used for close to 10 years now). Giving users a chance to whitelist trusted apps seems like the better protocol. Who are you to police what apps I have on my phone? I know which to choose btwn a replaceable banking app & a trusted app that provides me convenience","Hi Skarlowy, thank you for the feedback. Security is of paramount importance to us, but we are also committed to a great user experience for you! In order to investigate your case, please contact us via 313-TRUST (313-87878) and let us know your Google ID name “Skarlowy"". We will definitely help you out! 😊💙"
76,2024-03-06 10:23:29,Android,Trust,1.0,"[WARNING] Stay away from this useless credit card with lousy customer service. The whole service is like a scam. They do not have GIRO arrangements which is prone to late payments. And then they expect you to open their app 24X7 just to look for their notifications. If you are too busy to do that and your phone somehow auto-blocked their spammy push notifications, then you are doomed. You will be charged with $100 SGD late payment + 30% PA interest and no waiver whatsoever. Scam!","Hi Aiden, thank you for the feedback. We use push notifications to inform you about any transactions in real time- making sure your account is always safe. You can also go to Settings > Notification Settings to customise your settings. Hope this helps! We hope you enjoy our awesome coupons, interest rates, linkpoints, and exchange rates! 😊💙"
77,2024-03-05 22:08:43,Android,Trust,1.0,Unable to use app when I disable app notifications for advertisement and promotions. Not sure why I must receive advertisements in order to use the app.,"Hi Nicholas, thank you for the feedback. We use push notifications to inform you about any transactions in real time- making sure your account is always safe. You can also go to Settings > Notification Settings to customise your settings. Hope this helps! We hope you enjoy our awesome coupons, interest rates, linkpoints, and exchange rates! 😊💙"
78,2024-03-04 20:11:33,Android,Trust,2.0,"i loved it until i realised i cant paynow to hawkers. the app doesn't read SGQR code, it can only read specific paynow qr codes. so i cant use paynow when I dine out, end up using other banks app","Hi Enelise, thank you for the feedback. We support Paynow QR codes, but not SGQR at this point. You can still use the card at any dining place that accepts Visa, and some places also accept Paynow QRs. We'll let the team know about your feedback on SGQR support too. Hope this helps! Feel free to consult us for any further questions! 😊💙"
79,2024-03-03 19:32:01,Android,Trust,4.0,"Great features, easy to use and see my savings and spendings","Hi Victory, thank you for the good review! 😊💙 Hope you enjoy the Trust card!"
80,2024-03-03 10:26:02,Android,Trust,1.0,"App is unreliable for overseas transaction. has my card locked when i was trying to pay overseas (because there's too many overseas transaction, but i was shopping, hello?) and cant authorise a booking for overseas accomodation. the app simply showed me a useless cartoon and 'try again later'. CS at it's best with a digital bank","Hi Choo Hua, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Choo Hua” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙"
81,2024-03-02 16:14:09,Android,Trust,1.0,Seems Broken. Attempted to apply for a credit card and always told something wrong. Chatted with customer service who just tells me to follow the 10 steps or so. I guess it's not a bank for me.,"Hi Keith Tan, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Keith Tan” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙"
82,2024-03-02 01:47:00,Android,Trust,5.0,I am loving Trust Bank so far. My favourite bank thus far. App UI is pleasant to me. Smooth experience.,"Hi Nazrin, thank you for the good review! 😊💙

"
83,2024-03-01 11:00:56,Android,Trust,1.0,Worst customer care experience!!,"Hi Aswin, we are sorry you had a bad experience. Please let us know how we can help you and we will be happy to assist! 😊💙

"
84,2024-02-29 16:37:16,Android,Trust,5.0,Absolutely amazing UI/UX. Well done!!!,"Hi Ayuni, thank you for the good review! 😊💙

"
85,2024-02-29 00:13:25,Android,Trust,1.0,Requires you to enable notification to login. Such a predatory behaviour.,"Hi Gilbert, thank you for the feedback. We use push notifications to inform you about any transactions in real time- making sure your account is always safe. You can also go to Settings > Notification Settings to customise your settings. Hope this helps! We hope you enjoy our awesome coupons, interest rates, linkpoints, and exchange rates! 😊💙"
86,2024-02-27 10:40:01,Android,Trust,5.0,"Patrol and shop got discount ,","Hi Randy, thank you for the good review! 😊💙"
87,2024-02-26 11:54:37,Android,Trust,1.0,Trust apps.. what wrong.. how am i supposed to do transaction 😭😭,"Hi Yamoi, we're sorry you're facing problems. It seems like you're using App Version 1.12.2, please uninstall, reinstall the latest version of our app (1.24.3) and try again. If you need further help, please contact us with your Google Play ID “YAMOI SHIMORI”. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). 😊💙"
88,2024-02-24 09:08:53,Android,Trust,5.0,It easy to use,"Hi Anneq Akbar.R, thank you for the good review! 😊💙

"
89,2024-02-23 18:27:51,Android,Trust,5.0,Best security,"Hi Yehudah Ben Avrahm, thank you for the good review! 😊💙

"
90,2024-02-23 09:17:39,Android,Trust,5.0,good,"Hi Ong Chan, thank you for the good review! 😊💙

"
91,2024-02-22 19:56:51,Android,Trust,1.0,Can login but cannot access singpass QR code login in samsung Z fold 5 as try many times. pls advise,"Hi kelly, we are sorry you have trouble. Please follow these steps: 1) uninstall Trust app 2) go into phone settings > storage > chrome > clear cache 3) reinstall Trust app 4) choose ""English"" language and login with Singpass normally 5) after successful login, you can change to any language in the Trust app settings. Sorry for the inconvenience!"
92,2024-02-22 08:47:57,Android,Trust,1.0,Seems like app crashed? Can't open the app and I can't redownload either,"Hi Lim Yi Xiu, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Lim Yi Xiu” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙"
93,2024-02-22 08:46:37,Android,Trust,4.0,Difficult to locate important stuff like the statement.,"Hi Yew-Chye Ngor, thank you for your feedback 😔 We will let our design team know. In case you’re still looking for it, the statement can be found on the savings and credit card tabs under “money”. We hope you enjoy using your Trust app! 😊💙"
94,2024-02-21 12:54:09,Android,Trust,2.0,"everytime the app updates, it forces me to relogin using singpass and set new pin and passkey.. and each time it will hit an error page.. interface for rewards is also clunky and rewards redeemed have to be manually tracked..","Hi Wei Beng Lim, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Wei Beng Lim” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙

"
95,2024-02-20 23:00:40,Android,Trust,5.0,"I almost always get ""Sorry. Something went wrong"". I tried to send message via chat option and got ""Sorry. Somethimg went wrong"". :-) Update: Issue has resolved in later versions.","Hi Selvakumar Ramaswamy, we are glad it works for you now. Thank you for the good review! 😊💙"
96,2024-02-20 18:23:20,Android,Trust,5.0,"Then only function that is unavailable is to deposit cash. Other than that, this card made others history somehow or rather😁","Hi Dirdaus Sarahbella, thank you for the good review! 😊💙

"
97,2024-02-19 12:08:02,Android,Trust,5.0,Good,"Hi Sathiyabalan Ramamoorthy, thank you for the good review! 😊💙"
98,2024-02-18 12:07:40,Android,Trust,5.0,Easy to use and offer alot of rewards,"Hi David Chua, thank you for the good review! 😊💙"
99,2024-02-16 18:55:29,Android,Trust,1.0,After send in all doc still ask to go booth.,"Hi LLS High, we are sorry for the inconvenience 😔 Users who use Singpass don't have to go through manual verification, but we will let our team know your feedback about the non-Singpass route and improve the process further. We hope you will be able to complete the process soon and start enjoying using our Trust app! 😊💙"
100,2024-02-15 23:02:33,Android,Trust,5.0,Goof,"Hi Mahalakshmi Rajendran, thank you for the good review! 😊💙"
101,2024-02-15 18:32:56,Android,Trust,1.0,It's a scam..after application was successful..deposited only 3 bucks to see how the coin base worked only to get blocked in the end..called customer service but they won't say anything..waste of my time.. luckily it was on 3 bucks..what if it was more?god damn it,"Hi Zai, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Zai” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙

"
102,2024-02-14 17:03:50,Android,Trust,1.0,In app call when connected customer service officer unable to hear me. Can only hear me when I on my speaker. There won't be any privacy!!! Kindly look into it urgently as it has been going on for months.,"Hi Chou Yew Chang, we are sorry for the inconvenience caused 😔 We have identified and fixed the issue that you have encountered. Please update your Trust App SG to the latest version. If you need more help, kindly call us at our Trust Hotline (313-87878). Thank you!"
103,2024-02-14 13:16:57,Android,Trust,5.0,So far good. Easy to use,"Hi syed Mustafa Albar, thank you for the good review! 😊💙

"
104,2024-02-14 12:31:13,Android,Trust,4.0,Faster way to access Visa Exchange Rate Calculator please. And please stop telling me where to tap instead when I tap the Spend Insight icon next to my card balance. It's the better place. No one wants to scroll down to tap the icon below,"Hi Minh Nguyen, thank you for the feedback. We will speak to our team and let them know your suggestions. We hope you enjoy using the Trust app! 😊💙

"
105,2024-02-14 12:07:11,Android,Trust,5.0,Very beautiful graphic design!!!,"Hi ooi hooipheng, thank you for the good review! 😊💙

"
106,2024-02-14 00:08:16,Android,Trust,1.0,Can't login.,"Hi, we are sorry you had problems 😔 Please try to uninstall our app completely and reinstall, make sure your default browser is set to Chrome, and try again. If you need more help feel free to contact us via chat or call from the app, or call us at 313-TRUST (313-87878), and tell us your Google Play ID “Max Lim”. We will be happy to assist! 😊💙"
107,2024-02-13 21:33:21,Android,Trust,5.0,raaza 😊,"Hi Soe Tun Naing, thank you for the good review! 😊💙"
108,2024-02-13 15:14:36,Android,Trust,4.0,"UI has improved by alot since introduced, app is pretty intuitive now, but it is still using seems werid gesture norms (eg: Most apps swipe right to confirm, this app requires u to swipe up).","Hi Gary, thank you for your good review! We will give your feedback on the design to our design team. If you need any other help, do chat with us call us from within the app. We will be happy to assist you! 😊💙
"
109,2024-02-13 13:37:24,Android,Trust,3.0,"Overall good so for but unable to view statements. Trying to take spend statement between 2 different dates, able to filter the transactions but cannot export it as statement or email.","Hi, we will send that feedback to our development team for them to consider building this. If you have any other suggestions, please contact us and tell us your Google Play ID “Panchapagesan Subramanian” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). 😊💙"
110,2024-02-13 09:55:39,Android,Trust,1.0,"Stupid app that keeps telling me, ""Your card name must be within 26 characters"" on some instances, and then, on other instances, that message doesn't appear. Very unpredictable. Like dealing with a woman, and she has menses every day.","Hi Rajiv Singh, we are sorry you faced problems with our app 😔 That message will only appear once, when you sign up for the card. However, if you need more help feel free to contact us via chat or call from the app, or call us at 313-TRUST (313-87878), and tell us your Google Play ID “Rajiv Singh”. We will be happy to assist! 😊💙"
111,2024-02-12 11:32:07,Android,Trust,1.0,How could u declare Dashlane and Microsoft Authenticator that are download from the Play Store as risky app? Gosh.,"Hi Nasrulhaq Ramli, we are sorry you faced problems with our app 😔 Security matters to Trust Bank, and we err on the side of caution. However, feel free to contact us via chat or call from the app, or call us at 313-TRUST (313-87878), and let us know more details about your case. We will be happy to assist! 😊💙"
112,2024-02-09 17:29:14,Android,Trust,2.0,Almost everytime the scan to pay service unable to read the qr code. I got no problem using other bank app for scan to pay. Please fix the issue.,"Hi Aliff, we are sorry you faced problems with our app 😔 Some QR codes are Nets QR codes, which we don’t support- but all Paynow QR codes work with our Trust App. If you have any other problems, feel free to contact us via chat or call from the app and tell us your Google Play ID “Aliff Zainudin”. We will be happy to assist! 😊💙"
113,2024-02-08 23:52:28,Android,Trust,1.0,App having problem transferring or paynow. Caller the hotline and Trust team informed me to try again in 24 hrs' time. Shouldn't Trust bank inform of a glitch and also send a notification to user once the bug had been fixed rather than asking us to try 24hrs later? The trust bank team replied that they are unable to do it. It's 24 hrs to CNY and Trust bank screw up big time. DBS CEO took a 30% payout for their glitch. Please tell your CEO to have some dignity and lead by example as well.,"Hi Cyrus, we are sorry you faced problems with our app 😔 We have fixed the issue- please feel free to try again. We hope you have a great CNY! If you have any other problems, feel free to contact us via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙"
114,2024-02-08 22:11:41,Android,Trust,3.0,App crushed. Can't transfer money. Please solve it ASAP. People need to spend money for cny,"Hi yeeyun, we are sorry you faced problems with our app 😔 We have fixed the issue- please feel free to try again. We hope you have a great CNY! If you have any other problems, feel free to contact us via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙"
115,2024-02-08 14:12:01,Android,Trust,5.0,GREAT !,"Hi Din, we are glad that you like our app. Thank you for rating us 💙 💜"
116,2024-02-07 08:32:41,Android,Trust,2.0,Cannot add card to Samsung Pay and add as transport card.,"Hi Ally, thank you for the feedback! 😔 We currently support Google Pay and Apple Pay, but are always evaluating new features to support. We hope you enjoy our bank and our many great features including budget buddies, many coupons and stamp cards, no fees; great exchange rates, interest rates and loan rates; and LinkPoints bonuses! 😊💙

"
117,2024-02-07 00:08:50,Android,Trust,1.0,My app crashed for the first time .trying login using singpass..then go back to square one,"Hi Nuranisah Kassim, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Nuranisah Kassim” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙"
118,2024-02-06 21:36:26,Android,Trust,1.0,"I am very unhappy with the ""trust"" app that I have installed on my phone. It is supposed to help me manage my finances and security, but it keeps crashing every time I try to use it. I have updated the app several times, but the problem persists. This is unacceptable and frustrating. I need a remedy for this issue immediately, or I will uninstall the app and look for a better alternative. App is not reliable or ""trust""worthy at all. used in app chat as advised and the live agent wasn't of help","Hi Zealous Lil, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Zealous Lil” and let us know how we can help you. You can do so via chat or call from the app, which you have used before. We will be happy to assist! 😊💙"
119,2024-02-05 21:36:17,Android,Trust,3.0,Version 1.23.0 couldn't open at all; it got stuck in blue screen (of death). However reinstalling fixed it.,"Hi Jing Yee Lim, we're glad that it's working now. We hope you enjoy using the Trust App! 😊💙"
120,2024-02-05 17:12:29,Android,Trust,4.0,"After a long time, I finally succumbed to this trust app as I've been using ntuc. So far, the interface is clear and simple to use.","Hi Agnes Tan, we are glad that you like our app. Thank you for rating us 💙 💜

"
121,2024-02-05 14:06:24,Android,Trust,5.0,Like this apps so much as so much cash back and vouchers,"Hi Johnny Ng, we are glad that you like our app. Thank you for rating us 💙 💜

"
122,2024-02-04 11:46:16,Android,Trust,3.0,"Hi Dev, I received a notification about a deal from Trust Bank. When I clicked on the notification, it prompt to login into Trust app. But after loging in, I could not see or find the deal. Please advise.","Hi Ah Tan, thank you for the question- you can find your notifications by logging into the Trust App, tapping the profile icon in the top right, then choosing 'activities'. Hope this helps! If you let us know what deal you received, we can also try to help direct you to it directly. 😊💙"
123,2024-02-04 09:57:06,Android,Trust,3.0,"System is better now. Rewards can be better. Confusing reward system. Negotiate with merchants for immediate discounts if we use the card, please.","Hi KT LNK, we are glad you find the system better now. We will keep working hard to make the results better and more relevant for you! Feel free to let us know what you find confusing about the reward system and we will try to get better. 😊💙

"
124,2024-02-03 15:39:04,Android,Trust,5.0,"cannot download this app prompted something went wrong,.","Hi Liew Pheck Kee, we are sorry you are facing problems with our app 😔 For us to investigate, please contact us and tell us your Google Play ID “Liew Pheck Kee” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙"
125,2024-02-02 18:02:10,Android,Trust,2.0,This app used to be working in harmony with Norton 360 but lately it's broken. It has been asking me to uninstall or turn off accessibility for Norton 360 before I can use it. Can the developers of this app do something about it. This is very annoying as I have to keep disabling and enabling Norton 360 whenever I use the TRUST Bank app.,"Hi Roy Tng, we are sorry you are facing problems 😔 Security is a top priority, and we want to improve your experience. Please contact us and tell us your Google Play ID “Roy Tng” and let us know how we can help you. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙"
126,2024-02-02 16:00:17,Android,Trust,1.0,Past few days I recvd message 'Trust app not responding' every time I logged in. Called customer service and they said it's my hp problem. But I have no issues with any other apps or banking apps. He couldn't resolve my problem.,"Hi Lui Yook Mun, we are sorry you are facing problems with our app 😔 Please tell us your Google Play ID “Lui Yook Mun” when you contact our customer service team and we will investigate in more detail. You can do so via chat or call from the app, or call us at 313-TRUST (313-87878). We will be happy to assist! 😊💙"
127,2024-02-01 23:40:14,Android,Trust,2.0,Can you guys properly white-list the application for accessibility settings before saying they are malware applications? You guys block Norton 360 and Microsoft Authenticator in the application without properly checking.,"Hi Jun Hao, thank you for the feedback! I see you've updated your review- hope you've managed to get Google Pay working. We will definitely look into supporting Samsung Pay in future too! 😊💙
"
128,2024-02-01 17:55:07,Android,Trust,1.0,"The way the count purchase to the accumulated links rewards is depend on merchant posting date. So you can spend all you want in thr month but still can loos all accumulated rewards if the merchant decides to post yout purchase the next month. Really stupid policy. By the way the card charges you even if merchant does not post the purchase yet. If finish spending 10 days before. Might as well say spend within the first 20 days of month. I talk to ur service, reply is basically too bad :(","Hi Francis, thank you for your feedback. We recommend trying to complete your spend ten days before the end of the month to ensure enough time for posting. Rest assured, we do not charge you until the purchase is posted. If you have any feedback, feel free to reach out to us!"
