id,date,bank,client,rating,sentiment,intent,service,issue,review
837,45139,GXS,Android,1,Positive,Feedback,C,C3,Can GXS pls explain why the app keeps saying there is unexpected error and I cannot even open the app????
838,45108,GXS,Android,1,Positive,Complaint,B,B2,Dogshit app that takes forever to setup and days to review applications
839,45108,GXS,Android,1,Neutral,Feedback,D,D4,Cui full. Cannot sign up. Only on waiting list. What a waste.
840,45108,GXS,Android,1,Negative,Feedback,C,C3,rejected everytime try to apply
841,45108,GXS,Android,1,Positive,Feedback,B,B2,Lousy app. Applied on Saturday and was informed that application closed on Tuesday. Waste time.
842,45108,GXS,Android,1,Negative,Complaint,A,A4,Not worth the effort to sign up. Not transparent in application selection process.
843,45108,GXS,Android,1,Positive,Complaint,A,A4,All early sign up slots taken? I thought it's already open for all to sign up ?
844,45108,GXS,Android,1,Neutral,Praise,B,B2,Download already can't even open the file.
845,45108,GXS,Android,1,Positive,Feedback,A,A4,"I installed the app and got to the first screen. When I tried to proceed, it popped up a message saying and there is an overlap app that is NOT SECURED. It then asked if I want to proceed. What is this about?"
846,45108,GXS,Android,1,Positive,Praise,C,C3,such a lousy app. cant even login or set up account
847,45108,GXS,Android,1,Positive,Praise,A,A4,"I wish we can put a 0 star for it. Make you create an account, wait for it only to tell you that it is full while others cut queue to have the account created while you continue to wait. Probably just out to farm your data. Dont bother"
848,45108,GXS,Android,3,Neutral,Complaint,A,A4,app is not been updated.
849,45108,GXS,Android,5,Positive,Complaint,A,A4,Simple to use. Took a short while to know how to process. Hope that they can maintain the great interest. Good job GXS.
850,45108,GXS,Android,1,Neutral,Complaint,B,B2,App is not clear and Singpass details are not accurate for them. It didn't allow me to open an account....
851,45108,GXS,Android,1,Neutral,Feedback,D,D4,Buggy app and bad customer support
852,45108,GXS,Android,5,Neutral,Praise,D,D4,"Great experience. Setup, top up, setup pocket and transfer smoothly"
853,45108,GXS,Android,1,Neutral,Complaint,A,A4,"Sign up failed without given a reason. Ask to see FAQ but click it doesn't link to it. Hello! I don't know where you guys are heading. If you don't want people to sign up, just cross out at the beginning, are you trying to gather personal data???!!!!!"
854,45108,GXS,Android,1,Positive,Complaint,A,A4,Scan QR feature failed big time! Parsed 16.2 as 16.02! Amatuer mistake. Did the developer of this feature attend more than a day of class in CS?!
855,45108,GXS,Android,1,Negative,Praise,C,C3,"Everytime successfully signec up, after log in numerours time, it told me ""we have lost you in space"". Poor online banking"
856,45108,GXS,Android,2,Positive,Praise,A,A4,"Hi, is something wrong with the app? Am error message says ""Something went wrong"" when I tried to log in with the Passcode I set yesterday."
857,45108,GXS,Android,5,Neutral,Praise,B,B2,App is snappy. Interface is simple and straightforward. Most importantly interest is attractive. Keep it up! By the way please add 'Save payee' feature.
858,45108,GXS,Android,3,Positive,Praise,C,C3,Needs a feature to save payees
859,45108,GXS,Android,5,Neutral,Feedback,A,A4,Apps easy to use and easy transfer
860,45108,GXS,Android,5,Negative,Feedback,C,C3,Seamless registration. All done in less than 15 mins. Signed up and funds loaded. I guess they improved the app compared to the issues faced by other users earlier on.
861,45108,GXS,Android,1,Positive,Complaint,B,B2,"Hopeless app. If you can't auto startup singpass app, how to complete the registration!!!!"
862,45108,GXS,Android,1,Neutral,Feedback,D,D4,"blank screen after they pull all my Singpass data. terrible digi bank, waste of time. taking my money to other banks. my phone is updated, latest OS, not jailbroken, all official and secure."
863,45108,GXS,Android,4,Negative,Praise,A,A4,Please put in option for adding Payee/beneficiary in the app. We should not be typing in bank account number everytime we make a transfer.
864,45108,GXS,Android,1,Negative,Feedback,C,C3,I can't seem to register!!!!
865,45108,GXS,Android,1,Negative,Complaint,B,B2,"App got a lot of issues, forever logging in singpass when want to get an account"
866,45108,GXS,Android,1,Negative,Praise,D,D4,"Update 2023/07/20: saw the news about more slot being open but it still gives the same ""library tampering"" warning and force closed, no idea why, maybe it's because of developer mode is enable or whatever, but I am an app developer and no other bank apps complain about anything."
867,45108,GXS,Android,5,Negative,Praise,C,C3,Nice
868,45108,GXS,Android,1,Neutral,Feedback,B,B2,Can't even open the app after downloaded it....try redownload it a few time also same
869,45108,GXS,Android,1,Neutral,Complaint,D,D4,I can't sign up at all!!!! It just go blank after I click up with singpass
870,45108,GXS,Android,1,Neutral,Feedback,B,B2,Unable to sign up using singpass after multiple times.
871,45108,GXS,Android,1,Positive,Complaint,A,A4,Waste time download. Keep repeat to login my Singpass
872,45108,GXS,Android,1,Negative,Praise,A,A4,"Doesn't work after login page, freezea"
873,45108,GXS,Android,1,Positive,Praise,B,B2,"Tried to sign up using singpass. After approve and redirect to the app, it still keep asking me to sign up.. useless app"
874,45108,GXS,Android,2,Negative,Complaint,A,A4,Over lapping wording. Pull down refresh need to tweak more does not feel smooth it all. Opening of account does not work if you are connected to WiFi.
875,45108,GXS,Android,5,Neutral,Feedback,D,D4,Great App Easy to use
876,45108,GXS,Android,1,Neutral,Praise,C,C3,Cant launch. Stalled at invisible layer. Then receive crashed notification.
877,45108,GXS,Android,1,Neutral,Feedback,D,D4,"Received email notifying savings account is available to sign up, but when i tried to sign up, i got rejected immediately. No reason was given when rejected, only show faq which does not answer my question. Even after reaching out to the support email, no specific reason was given. I was simply told not eligible. An alternative savings account I suggest would be OCBC 360, which also offer high interest rate with terms and conditions."
878,45108,GXS,Android,1,Positive,Feedback,D,D4,"Terrible experience. Took 4 attempts to finally set up account. Previous 3x received error msg ""couldn't approve your account at this time"". When the account was finally set up a few hours later, the app crashed. Have restarted the phone, uninstalled and reinstalled the app. I'm still stuck at the first page after logging in, which seemed to have a popped up msg/ad but not loading. Then the error msg of ""app is not responding"" appeared and prompted me to close the app."
879,45108,GXS,Android,1,Positive,Complaint,B,B2,"No web interface, forced to use the app"
880,45108,GXS,Android,5,Neutral,Complaint,D,D4,Easy to register and deposit. Clean UI interface.
881,45108,GXS,Android,5,Positive,Feedback,C,C3,You app downloading alway show technical priblem why??
882,45108,GXS,Android,1,Neutral,Praise,C,C3,After setting up the account today. Login to GxS screen become unresponsive. Phone Samsung S22 ultra.
883,45108,GXS,Android,1,Negative,Complaint,C,C3,Crash upon login into a newly created account. Reinstall and still the same. I'm on Android 13 phone.
884,45108,GXS,Android,1,Neutral,Feedback,A,A4,Terrible implementation of Singpass. Sign up keeps redirecting to Singpass
885,45108,GXS,Android,1,Positive,Complaint,D,D4,"What is the criteria to approve the loan? Each time my hubby and I tried to apply loan multiple time, it get rejected. I wonder how much do we need to earn every month to get the loan approved!! If you have some rules and criteria then state it out so people won't waste time applying."
886,45108,GXS,Android,1,Neutral,Praise,B,B2,Worst apps everything also no resolve well
887,45108,GXS,Android,1,Positive,Praise,B,B2,Waste of time app!! Keep on crashing when want to register. ZERO stars !!!
888,45108,GXS,Android,3,Neutral,Feedback,A,A4,How to cancel or delete all my personal detail submit on GXS app thru Singpass?
889,45108,GXS,Android,5,Negative,Feedback,B,B2,"Sleek, simple to use."
890,45108,GXS,Android,1,Neutral,Praise,C,C3,"After signed up and asked for my info,straight away got rejected!"
891,45108,GXS,Android,1,Negative,Praise,D,D4,Have been downloading this app for past few days. After download it kept showing me oops unexpected errors......
892,45108,GXS,Android,1,Positive,Complaint,B,B2,"Misleading advertisement for flexiloan promotion for July 2023, stated rate as low as 2.99% p.a. Issued a rate that was extraordinary and way beyond all major banks that would offered even at their highest peak rate. A real shock of disbelief, thinking was a sign-up bug but it ended to be their best rate offered. Would be really cautious on signing up any offers from GXS even though their app user interface, interaction, and wording do project confidence in honoring their offer."
893,45108,GXS,Android,1,Neutral,Complaint,A,A4,"Can't even load properly. Prompted to set 6 digit security code, then application disappear and had to redo again with the same problem. Is this a legitimate mobile app?"
894,45108,GXS,Android,5,Neutral,Praise,A,A4,Easy to use. Awesome
895,45108,GXS,Android,2,Negative,Feedback,C,C3,I have merely tried to apply for your flexi loan on this app. But when i tried to applied like 9 times straight i have been instantly being asked to reapply over and over again. Very bad for user experience and does not live up to expectations till today
896,45352,Trust,Android,5,Positive,Complaint,D,D4,Good
897,45352,Trust,Android,1,Neutral,Praise,C,C3,"Not able to proceed with the loan,technical error,once i click the repayment date always mentioned something went wrong,please fix your technical issue"
898,45352,Trust,Android,3,Neutral,Feedback,B,B2,I can't manually increase my info credit
899,45352,Trust,Android,5,Negative,Feedback,A,A4,Trust Bank SG is a good application and they provide many features for the users
900,45352,Trust,Android,5,Positive,Feedback,B,B2,Trust bank SG is one of the best app I used and it provides many features for users highly recommend app
901,45352,Trust,Android,5,Positive,Praise,D,D4,Trust bank sg application was really great. The highly trustable application.
902,45352,Trust,Android,5,Positive,Complaint,D,D4,Trust Bank SG is very nice application for banking purpose.
903,45352,Trust,Android,5,Neutral,Complaint,A,A4,Trust bank is very useful app and good for transaction. We can get loan immediately for low interest
904,45352,Trust,Android,5,Negative,Praise,D,D4,This application is best and good for trust Bank is trusted and best application
905,45352,Trust,Android,5,Positive,Complaint,D,D4,Trust Bank SG -this application is very usefull to us. Because it's very amazing to get credit cards and add wallet to their payments.it have provide many rewards to all users.so I like it
906,45352,Trust,Android,5,Negative,Praise,C,C3,Such an trustable application with tremendous benefits
907,45352,Trust,Android,5,Neutral,Complaint,C,C3,Trust Bank Singapore is a digital bank backed by a unique partnership between Standard Chartered Bank and FairPrice Group. so it is a best and good app.
908,45352,Trust,Android,5,Positive,Complaint,A,A4,"I almost always get ""Sorry. Something went wrong"". I tried to send message via chat option and got ""Sorry. Something went wrong"
909,45352,Trust,Android,5,Neutral,Feedback,C,C3,Trust Bank SG is a trust app. It is a user-friendly interface. It can easy to transfer the amount
910,45352,Trust,Android,5,Negative,Praise,D,D4,The trust Bank sg is Trust Bank iBanking enables you to know your account balance and transaction statements instantly through the internet. It also provides account to account
911,45352,Trust,Android,5,Negative,Praise,C,C3,Trust bank app is very useful app and very nice to and easy to the ussing app the app was data seffety and security.
912,45352,Trust,Android,4,Positive,Feedback,B,B2,Super easy with applying a new account/credit card! Loving it!
913,45352,Trust,Android,4,Negative,Feedback,C,C3,Service to unlock the card where apps already prompt if you made the transaction (approved/deny) where i have indicated approve on my end and yet the card still get locks and till now yet to be unlock even tho called into via the phone service and they keep repeating the same answer over and over again
914,45352,Trust,Android,5,Positive,Praise,D,D4,In trust Bank sg you can open online bank and enjoy with best features and it also provides credit card with high saving and low interest rates
915,45352,Trust,Android,5,Positive,Complaint,A,A4,It is very safe to use around the world. Transaction history notifications the best. No card numbers on the card are the safest only one card in Singapore
916,45352,Trust,Android,5,Neutral,Complaint,B,B2,Good!!
917,45352,Trust,Android,2,Positive,Praise,C,C3,"May I check, when is Samsung Pay ready? I have been waiting for this for many many months."
918,45352,Trust,Android,1,Positive,Praise,D,D4,"Do not dictate risk app or not, you can warm but you can't control how i use my phone. Drop your service instead of you controlling how i use my phone. You try to act like big brother think you know better about my phone?"
919,45352,Trust,Android,5,Neutral,Praise,D,D4,Trust Bank sg is best application is very easy to use and best application for using and its safety and secure
920,45352,Trust,Android,5,Positive,Complaint,D,D4,"The Trust Bank SG app provides a user-friendly interface for convenient banking transactions with robust security features, enhancing the overall banking experience. However, occasional bugs and limited functionality for advanced features may require improvement for optimal user satisfaction."
921,45352,Trust,Android,4,Positive,Praise,D,D4,"I am currently unable to add my debit card to Samsung Pay. If resolved, it would be highly useful"
922,45352,Trust,Android,5,Neutral,Complaint,C,C3,"Tried their loan and it's really fast, can you waive the fee for first 90 days so that I can use for small money requirements"
923,45352,Trust,Android,2,Negative,Complaint,C,C3,"Feeling less and less safe with Trust. The agents are so impatient, just end the chat right away after asking ""is there anything I can help you with"". Without clearing my doubts, the chats ended multiple times."
924,45352,Trust,Android,1,Neutral,Praise,C,C3,"Cust service was no help, false transaction couldn't be stopped even before transaction was successful. is like they want me to be scammed"
925,45352,Trust,Android,1,Neutral,Feedback,B,B2,Why is it keep crashing? Re-installed on 04 Dec 2023 Keep crashing again. Re-installed on 09 Mar 2024
926,45352,Trust,Android,5,Negative,Feedback,D,D4,"Tada stampcard is my favourite, you can save on both inside and outside FairPrice"
927,45352,Trust,Android,5,Positive,Complaint,C,C3,Apps is gorgeous but it is somehow overwhelming for new users
928,45352,Trust,Android,5,Neutral,Feedback,A,A4,My first time using this Trust Bank
929,45352,Trust,Android,1,Negative,Feedback,B,B2,"Trust Bank doesn't trust that you know what apps you've installed. While it's true that there's a risk of malware-related scams, I know what apps I've installed and can discern which are proper and which aren't (most of these have been used for close to 10 years now). Giving users a chance to whitelist trusted apps seems like the better protocol. Who are you to police what apps I have on my phone? I know which to choose btwn a replaceable banking app & a trusted app that provides me convenience"
930,45352,Trust,Android,1,Negative,Praise,D,D4,"[WARNING] Stay away from this useless credit card with lousy customer service. The whole service is like a scam. They do not have GIRO arrangements which is prone to late payments. And then they expect you to open their app 24X7 just to look for their notifications. If you are too busy to do that and your phone somehow auto-blocked their spammy push notifications, then you are doomed. You will be charged with $100 SGD late payment + 30% PA interest and no waiver whatsoever. Scam!"
931,45352,Trust,Android,1,Neutral,Praise,D,D4,Unable to use app when I disable app notifications for advertisement and promotions. Not sure why I must receive advertisements in order to use the app.
932,45352,Trust,Android,2,Neutral,Feedback,A,A4,"i loved it until i realised i cant paynow to hawkers. the app doesn't read SGQR code, it can only read specific paynow qr codes. so i cant use paynow when I dine out, end up using other banks app"
933,45352,Trust,Android,4,Positive,Feedback,A,A4,"Great features, easy to use and see my savings and spendings"
934,45352,Trust,Android,1,Positive,Praise,C,C3,"App is unreliable for overseas transaction. has my card locked when i was trying to pay overseas (because there's too many overseas transaction, but i was shopping, hello?) and cant authorise a booking for overseas accomodation. the app simply showed me a useless cartoon and 'try again later'. CS at it's best with a digital bank"
935,45352,Trust,Android,1,Positive,Praise,D,D4,Seems Broken. Attempted to apply for a credit card and always told something wrong. Chatted with customer service who just tells me to follow the 10 steps or so. I guess it's not a bank for me.
936,45352,Trust,Android,5,Negative,Complaint,C,C3,I am loving Trust Bank so far. My favourite bank thus far. App UI is pleasant to me. Smooth experience.
937,45352,Trust,Android,1,Negative,Feedback,D,D4,Worst customer care experience!!
938,45323,Trust,Android,5,Negative,Complaint,D,D4,Absolutely amazing UI/UX. Well done!!!
939,45323,Trust,Android,1,Neutral,Feedback,B,B2,Requires you to enable notification to login. Such a predatory behaviour.
940,45323,Trust,Android,5,Negative,Praise,D,D4,"Patrol and shop got discount ,"
941,45323,Trust,Android,1,Negative,Feedback,C,C3,Trust apps.. what wrong.. how am i supposed to do transaction 😭😭
942,45323,Trust,Android,5,Negative,Complaint,B,B2,It easy to use
943,45323,Trust,Android,5,Negative,Feedback,A,A4,Best security
944,45323,Trust,Android,5,Positive,Feedback,A,A4,good
945,45323,Trust,Android,1,Neutral,Feedback,C,C3,Can login but cannot access singpass QR code login in samsung Z fold 5 as try many times. pls advise
946,45323,Trust,Android,1,Positive,Complaint,B,B2,Seems like app crashed? Can't open the app and I can't redownload either
947,45323,Trust,Android,4,Negative,Complaint,D,D4,Difficult to locate important stuff like the statement.
948,45323,Trust,Android,2,Negative,Praise,B,B2,"everytime the app updates, it forces me to relogin using singpass and set new pin and passkey.. and each time it will hit an error page.. interface for rewards is also clunky and rewards redeemed have to be manually tracked.."
949,45323,Trust,Android,5,Negative,Complaint,C,C3,"I almost always get ""Sorry. Something went wrong"". I tried to send message via chat option and got ""Sorry. Somethimg went wrong"". :-) Update: Issue has resolved in later versions."
950,45323,Trust,Android,5,Positive,Praise,B,B2,"Then only function that is unavailable is to deposit cash. Other than that, this card made others history somehow or rather😁"
951,45323,Trust,Android,5,Neutral,Praise,D,D4,Good
952,45323,Trust,Android,5,Positive,Feedback,B,B2,Easy to use and offer alot of rewards
953,45323,Trust,Android,1,Neutral,Praise,D,D4,After send in all doc still ask to go booth.
954,45323,Trust,Android,5,Positive,Praise,B,B2,Goof
955,45323,Trust,Android,1,Neutral,Feedback,C,C3,It's a scam..after application was successful..deposited only 3 bucks to see how the coin base worked only to get blocked in the end..called customer service but they won't say anything..waste of my time.. luckily it was on 3 bucks..what if it was more?god damn it
956,45323,Trust,Android,1,Negative,Praise,B,B2,In app call when connected customer service officer unable to hear me. Can only hear me when I on my speaker. There won't be any privacy!!! Kindly look into it urgently as it has been going on for months.
957,45323,Trust,Android,5,Negative,Praise,D,D4,So far good. Easy to use
958,45323,Trust,Android,4,Positive,Complaint,A,A4,Faster way to access Visa Exchange Rate Calculator please. And please stop telling me where to tap instead when I tap the Spend Insight icon next to my card balance. It's the better place. No one wants to scroll down to tap the icon below
959,45323,Trust,Android,5,Neutral,Complaint,C,C3,Very beautiful graphic design!!!
960,45323,Trust,Android,1,Positive,Complaint,B,B2,Can't login.
961,45323,Trust,Android,5,Positive,Complaint,A,A4,raaza 😊
962,45323,Trust,Android,4,Negative,Praise,B,B2,"UI has improved by alot since introduced, app is pretty intuitive now, but it is still using seems werid gesture norms (eg: Most apps swipe right to confirm, this app requires u to swipe up)."
963,45323,Trust,Android,3,Positive,Feedback,B,B2,"Overall good so for but unable to view statements. Trying to take spend statement between 2 different dates, able to filter the transactions but cannot export it as statement or email."
964,45323,Trust,Android,1,Negative,Praise,D,D4,"Stupid app that keeps telling me, ""Your card name must be within 26 characters"" on some instances, and then, on other instances, that message doesn't appear. Very unpredictable. Like dealing with a woman, and she has menses every day."
965,45323,Trust,Android,1,Positive,Feedback,C,C3,How could u declare Dashlane and Microsoft Authenticator that are download from the Play Store as risky app? Gosh.
966,45323,Trust,Android,2,Negative,Feedback,C,C3,Almost everytime the scan to pay service unable to read the qr code. I got no problem using other bank app for scan to pay. Please fix the issue.
967,45323,Trust,Android,1,Negative,Praise,B,B2,App having problem transferring or paynow. Caller the hotline and Trust team informed me to try again in 24 hrs' time. Shouldn't Trust bank inform of a glitch and also send a notification to user once the bug had been fixed rather than asking us to try 24hrs later? The trust bank team replied that they are unable to do it. It's 24 hrs to CNY and Trust bank screw up big time. DBS CEO took a 30% payout for their glitch. Please tell your CEO to have some dignity and lead by example as well.
968,45323,Trust,Android,3,Positive,Praise,C,C3,App crushed. Can't transfer money. Please solve it ASAP. People need to spend money for cny
969,45323,Trust,Android,5,Negative,Praise,D,D4,GREAT !
970,45323,Trust,Android,2,Neutral,Feedback,A,A4,Cannot add card to Samsung Pay and add as transport card.
971,45323,Trust,Android,1,Neutral,Feedback,A,A4,My app crashed for the first time .trying login using singpass..then go back to square one
972,45323,Trust,Android,1,Positive,Praise,C,C3,"I am very unhappy with the ""trust"" app that I have installed on my phone. It is supposed to help me manage my finances and security, but it keeps crashing every time I try to use it. I have updated the app several times, but the problem persists. This is unacceptable and frustrating. I need a remedy for this issue immediately, or I will uninstall the app and look for a better alternative. App is not reliable or ""trust""worthy at all. used in app chat as advised and the live agent wasn't of help"
973,45323,Trust,Android,3,Positive,Praise,C,C3,Version 1.23.0 couldn't open at all; it got stuck in blue screen (of death). However reinstalling fixed it.
974,45323,Trust,Android,4,Neutral,Praise,C,C3,"After a long time, I finally succumbed to this trust app as I've been using ntuc. So far, the interface is clear and simple to use."
975,45323,Trust,Android,5,Negative,Complaint,A,A4,Like this apps so much as so much cash back and vouchers
976,45323,Trust,Android,3,Negative,Praise,C,C3,"Hi Dev, I received a notification about a deal from Trust Bank. When I clicked on the notification, it prompt to login into Trust app. But after loging in, I could not see or find the deal. Please advise."
977,45323,Trust,Android,3,Negative,Praise,B,B2,"System is better now. Rewards can be better. Confusing reward system. Negotiate with merchants for immediate discounts if we use the card, please."
978,45323,Trust,Android,5,Negative,Praise,B,B2,"cannot download this app prompted something went wrong,."
979,45323,Trust,Android,2,Negative,Praise,A,A4,This app used to be working in harmony with Norton 360 but lately it's broken. It has been asking me to uninstall or turn off accessibility for Norton 360 before I can use it. Can the developers of this app do something about it. This is very annoying as I have to keep disabling and enabling Norton 360 whenever I use the TRUST Bank app.
980,45323,Trust,Android,1,Positive,Feedback,C,C3,Past few days I recvd message 'Trust app not responding' every time I logged in. Called customer service and they said it's my hp problem. But I have no issues with any other apps or banking apps. He couldn't resolve my problem.
981,45323,Trust,Android,2,Negative,Feedback,C,C3,Can you guys properly white-list the application for accessibility settings before saying they are malware applications? You guys block Norton 360 and Microsoft Authenticator in the application without properly checking.
982,45323,Trust,Android,1,Neutral,Feedback,D,D4,"The way the count purchase to the accumulated links rewards is depend on merchant posting date. So you can spend all you want in thr month but still can loos all accumulated rewards if the merchant decides to post yout purchase the next month. Really stupid policy. By the way the card charges you even if merchant does not post the purchase yet. If finish spending 10 days before. Might as well say spend within the first 20 days of month. I talk to ur service, reply is basically too bad :("
983,45323,Trust,Android,1,Negative,Praise,A,A4,absolutely pathetic... flagged out genuine and perfectly safe apps and refuse to run instead of minding its own business... if the trust app is worried about rogue applications then trust should beef up its own security instead and be unpenentrable by rogue apps instead of taking the short cut out and block 3rd party apps... and adding salt on the wound it forces u to enable app notifications and it is so intrusive to suddenly receive marketing campaign when i am busy... have cancelled my card..
984,45292,Trust,Android,1,Negative,Praise,C,C3,Scam app money is not getting sanctioned and always showing pending after submission of documents using for documents collection nothing else
985,45292,Trust,Android,5,Positive,Complaint,A,A4,Easy to use. Good currency exchange rate.
986,45292,Trust,Android,1,Positive,Feedback,D,D4,"There is a lot of irrelevant ads.And the interface is so worse ,it's confusing and not at all user freindly"
987,45292,Trust,Android,1,Negative,Complaint,D,D4,"As compare to other banks, trust bank sg's Interst rate are burden. When I called to enquire their customers services are very bad."
988,45292,Trust,Android,1,Negative,Feedback,A,A4,Trust bank SG is the most waste app in playstore.don't download this and don't loss your storage
989,45292,Trust,Android,1,Negative,Feedback,D,D4,This bank is good but although it's processing function is really slow .very disappointed .
990,45292,Trust,Android,1,Neutral,Feedback,C,C3,Trust bank app is nothing but a fraud app don't use this app just waste of time
991,45292,Trust,Android,1,Positive,Complaint,D,D4,This app is not working and it's don't download is net loss and fake app
992,45292,Trust,Android,1,Neutral,Complaint,B,B2,This app! Not good app dumb app it is.Had to redo this multiple times.don't dowload this app.
993,45292,Trust,Android,1,Negative,Complaint,B,B2,Very much disappointed with this app Just time waste. When it comes to online digital banking also it's useless
994,45292,Trust,Android,1,Negative,Feedback,D,D4,One of the worst application.so much bugs and irritating interface.Try to avoid.
995,45292,Trust,Android,1,Neutral,Feedback,B,B2,This is one of the worst app that I have used. This app contains many bugs and gets stuck when we are using.
996,45292,Trust,Android,1,Negative,Praise,D,D4,"I know security is very important, but asking to disable a third party accessibility app with no way to set exceptions is just lazy coding. After logging in and setting 2 types of pin, for some random reason, the next time I access the app,it's asking to log in again... and set a new unique pin. In a day, I have to go through this cycle every time I want to access the app Security for the app is too tight to make it even remotely useful for everyday use."
997,45292,Trust,Android,1,Negative,Feedback,D,D4,"App is frustratingly slow and prone to frequent crashes, making banking tasks an exasperating experience. The user interface is also outdated and lacks user-friendly features."
998,45292,Trust,Android,1,Positive,Praise,A,A4,This app is useless transactio. Often ask me to redirect the issue to the merchant instead since Trust cannot provide the refund as they have made the transaction.This app is not trustable
999,45292,Trust,Android,1,Positive,Complaint,B,B2,"Trust Bank SG's app is a mess – outdated, glitchy, and unhelpful."
1000,45292,Trust,Android,1,Negative,Praise,B,B2,The worst app i ever seen and not recommended verybad app
1001,45292,Trust,Android,1,Positive,Feedback,D,D4,Worst app that i had used.. Not getting even proper otp to login...
1002,45292,Trust,Android,1,Positive,Feedback,D,D4,"I am very disappointed with the app.I am very unhappy with the Trust app.I have updated the app several time, but the problems persists.I need a remedy for this issue immediately."
1003,45292,Trust,Android,1,Neutral,Praise,A,A4,"Don't trust guys the app is very annoying and had bad interface, it's not a useful app"
1004,45292,Trust,Android,1,Negative,Praise,D,D4,Most wierd and worst app. Don't wanna use this.
1005,45292,Trust,Android,1,Neutral,Praise,A,A4,Wrost app for money sharing the service is really bad and the servere sucks and the customer care service is also really bad 😞
1006,45292,Trust,Android,1,Neutral,Feedback,C,C3,Very bad application. I will not recommend this application. Very much unsatisfactied
1007,45292,Trust,Android,1,Negative,Feedback,D,D4,Very bad application in the play store. I not recement trust bank sg app
1008,45292,Trust,Android,1,Negative,Feedback,C,C3,there are lot of login issues can't login properly. unable to use card for payment very disappointed.
1009,45292,Trust,Android,1,Neutral,Feedback,B,B2,Below average app .... its app theme like not comfortable....I think that it's fake... I am not suggesting for any body
1010,45292,Trust,Android,1,Positive,Complaint,A,A4,This is a worst app I have seen. Very bad experience and pitty shame On developers.Ui is also very bad.
1011,45292,Trust,Android,1,Positive,Feedback,C,C3,One of the top reasons that apps performance is very poor and bug issues
1012,45292,Trust,Android,1,Positive,Praise,D,D4,This app is no good to use. Transaction handling is useless. More advertisement . Iam very unhappy with this app
1013,45292,Trust,Android,1,Negative,Feedback,D,D5,Doesn't liked this app. Bad app. Doesn't seem to be genuine. I am not satisfied with this app.
1014,45292,Trust,Android,1,Negative,Complaint,B,B2,One of the worst banking related application that we can now seen in playstore. It user interface and the customer service system is really bad and annoying.
1015,45292,Trust,Android,1,Neutral,Complaint,A,A4,Worst app I have ever used . This guy's are fraud. Don't try this app
1016,45292,Trust,Android,1,Negative,Complaint,B,B2,This app not working properly so that this a flopp and not a nice appp .
1017,45292,Trust,Android,1,Positive,Complaint,D,D5,"This App is Buggy interface makes sending money a frustrating guessing game.Unable to resolve simple issues through the app chat, forced to call.Long wait times and unhelpful responses from customer support."
1018,45292,Trust,Android,1,Negative,Praise,B,B2,"This app is very bad for me, but i know if anyone install this app must feels everyones bad And everyone please be careful."
1019,45292,Trust,Android,1,Positive,Praise,A,A4,"the bank has been involved in several scandals, including the misappropriation of customer funds."
1020,45292,Trust,Android,1,Positive,Praise,B,B2,This app is bad and it is not use for long time so many reasons for this app.
1021,45292,Trust,Android,1,Positive,Complaint,C,C3,Certibility wise the worse app ever I used. Always asking to relogin. Not at all happy
1022,45292,Trust,Android,1,Positive,Complaint,C,C3,Very horrible experience. Too much ads and bad service
1023,45292,Trust,Android,1,Neutral,Feedback,B,B2,"This app... I know security is very important, but asking to disable a third party accessibility app with no way to set exceptions is just lazy coding. After logging in and setting 2 types of pin, for some random reason, the next time I access the app, it's asking to log in again... and set a new unique pin. In a day, I have to go through this cycle every time I want to access the app Security for the app is too tight to make it even remotely useful for everyday use"
1024,45292,Trust,Android,1,Neutral,Praise,D,D5,It's a bad application and i very sad this app very bad application also
1025,45292,Trust,Android,1,Neutral,Complaint,D,D5,"When the app is working, all good. when it is not, it becomes a very inconvenient situation."
1026,45292,Trust,Android,1,Neutral,Praise,A,A4,It's very useless app I ever used .I don't recommend this app to anyone
1027,45292,Trust,Android,4,Negative,Complaint,C,C3,"Guys the new UI update made the app so laggy, I'm on a Samsung S10 helpppp 😭😭😭"
1028,45292,Trust,Android,5,Negative,Feedback,A,A4,Good rewards banking.
1029,45292,Trust,Android,5,Neutral,Feedback,B,B2,Easy to use
1030,45292,Trust,Android,1,Neutral,Feedback,D,D5,Keeps asking to re login like a new customer(Singpass) everytime since the new update. Please sort out your bugs and backend before pushing out updates. Everyday few days have to create a new 6 digit pass code with every single re login and you can't use the previous pass code. Super frustrating and buggy experience.
1031,45292,Trust,Android,1,Neutral,Praise,A,A4,"App is useless in handling transaction inquiries. Often ask me to redirect the issue to the merchant instead since Trust cannot provide the refund as they have made the transaction. E.g. Purchasing a simple can drink from a machine, payment goes through but drink wasn't disbursed, Trust expects you to get the money back from the merchant."
1032,45292,Trust,Android,1,Positive,Praise,D,D5,keep being prompted to re-setup the all every single time I use it. Feel like ive used up every possible 6 digit code there is and now there's an error on this part of the setup and im unable to use the app at all.
1033,45292,Trust,Android,1,Neutral,Complaint,C,C3,"The app is good, but some of the customer service officers are not helpful. My NTUC membership are still not reflected after more than 3 month and the CSO no value add, keep saying it takes 4 month and ask me to regularly check the app by myself (yeah, manually). It is a double whammy on top of taking 4 month just to get the membership status updated. In current era where transfering fund take place immediately, over here still TAKE 4 MONTH???"
